player,team_id,yr,prediction
"Gortat,Marcin",WAS,2015,6
"Henson,John",MIL,2015,6
"Hibbert,Roy",IND,2015,6
"Hickson,J.J.",DEN,2015,6
"Hill,Jordan",LAL,2015,6
"Howard,Dwight",HOU,2015,6
"Humphries,Kris",WAS,2015,6
"Jones,Terrence",HOU,2015,6
"Jordan,DeAndre",LAC,2015,6
"Kaman,Chris",POR,2015,6
"Lee,David",GSW,2015,6
"Len,Alex",PHO,2015,6
"Lopez,Robin",POR,2015,6
"McGary,Mitch",OKC,2015,6
"Mozgov,Timofey",TOT,2015,6
"Mozgov,Timofey",DEN,2015,6
"Mozgov,Timofey",CLE,2015,6
"Nurkic,Jusuf",DEN,2015,6
"Plumlee,Mason",BRK,2015,6
"Seraphin,Kevin",WAS,2015,6
"Valanciunas,Jonas",TOR,2015,6
"Whiteside,Hassan",MIA,2015,6
"Wright,Brandan",TOT,2015,6
"Wright,Brandan",DAL,2015,6
"Wright,Brandan",PHO,2015,6
"Baynes,Aron",DET,2016,6
"Capela,Clint",HOU,2016,6
"Drummond,Andre",DET,2016,6
"Ezeli,Festus",GSW,2016,6
"Faried,Kenneth",DEN,2016,6
"Gortat,Marcin",WAS,2016,6
"Henson,John",MIL,2016,6
"Hibbert,Roy",LAL,2016,6
"Hickson,J.J.",DEN,2016,6
"Hill,Jordan",IND,2016,6
"Howard,Dwight",HOU,2016,6
"Humphries,Kris",TOT,2016,6
"Humphries,Kris",WAS,2016,6
"Humphries,Kris",PHO,2016,6
"Jones,Terrence",HOU,2016,6
"Jordan,DeAndre",LAC,2016,6
"Lee,David",TOT,2016,6
"Lee,David",BOS,2016,6
"Lee,David",DAL,2016,6
"Len,Alex",PHO,2016,6
"Lopez,Robin",NYK,2016,6
"Mozgov,Timofey",CLE,2016,6
"Nurkic,Jusuf",DEN,2016,6
"Plumlee,Mason",POR,2016,6
"Randle,Julius",LAL,2016,6
"Stepheson,Alex",MEM,2016,6
"Turner,Myles",IND,2016,6
"Valanciunas,Jonas",TOR,2016,6
"Whiteside,Hassan",MIA,2016,6
"Wright,Brandan",MEM,2016,6
"Anthony,Carmelo",NYK,2015,7
"Bosh,Chris",MIA,2015,7
"Bryant,Kobe",LAL,2015,7
"Cousins,DeMarcus",SAC,2015,7
"DeRozan,DeMar",TOR,2015,7
"Durant,Kevin",OKC,2015,7
"Gay,Rudy",SAC,2015,7
"George,Paul",IND,2015,7
"Griffin,Blake",LAC,2015,7
"Harden,James",HOU,2015,7
"Jackson,Reggie",TOT,2015,7
"Jackson,Reggie",OKC,2015,7
"Jackson,Reggie",DET,2015,7
"James,LeBron",CLE,2015,7
"Leonard,Kawhi",SAS,2015,7
"Thomas,Isaiah",TOT,2015,7
"Thomas,Isaiah",PHO,2015,7
"Thomas,Isaiah",BOS,2015,7
"Wade,Dwyane",MIA,2015,7
"Westbrook,Russell",OKC,2015,7
"Wiggins,Andrew",MIN,2015,7
"Anthony,Carmelo",NYK,2016,7
"Bosh,Chris",MIA,2016,7
"Bryant,Kobe",LAL,2016,7
"Cousins,DeMarcus",SAC,2016,7
"DeRozan,DeMar",TOR,2016,7
"Durant,Kevin",OKC,2016,7
"Gay,Rudy",SAC,2016,7
"George,Paul",IND,2016,7
"Griffin,Blake",LAC,2016,7
"Harden,James",HOU,2016,7
"Jackson,Reggie",DET,2016,7
"James,LeBron",CLE,2016,7
"Leonard,Kawhi",SAS,2016,7
"Thomas,Isaiah",BOS,2016,7
"Wade,Dwyane",MIA,2016,7
"Westbrook,Russell",OKC,2016,7
"Wiggins,Andrew",MIN,2016,7
"Afflalo,Arron",TOT,2015,8
"Afflalo,Arron",DEN,2015,8
"Afflalo,Arron",POR,2015,8
"Aminu,Al-Farouq",DAL,2015,8
"Anderson,Ryan",NOP,2015,8
"Antic,Pero",ATL,2015,8
"Barnes,Harrison",GSW,2015,8
"Barnes,Matt",LAC,2015,8
"Batum,Nicolas",POR,2015,8
"Bazemore,Kent",ATL,2015,8
"Beal,Bradley",WAS,2015,8
"Belinelli,Marco",SAS,2015,8
"Blue,Vander",LAL,2015,8
"Bogdanovic,Bojan",BRK,2015,8
"Bradley,Avery",BOS,2015,8
"Brewer,Corey",TOT,2015,8
"Brewer,Corey",MIN,2015,8
"Brewer,Corey",HOU,2015,8
"Brown,Jabari",LAL,2015,8
"Brown,Markel",BRK,2015,8
"Budinger,Chase",MIN,2015,8
"Burke,Trey",UTA,2015,8
"Burks,Alec",UTA,2015,8
"Butler,Rasual",WAS,2015,8
"Buycks,Dwight",LAL,2015,8
"Caldwell-Pope,Kentavious",DET,2015,8
"Canaan,Isaiah",TOT,2015,8
"Canaan,Isaiah",PHI,2015,8
"Carroll,DeMarre",ATL,2015,8
"Carter,Vince",MEM,2015,8
"Casspi,Omri",SAC,2015,8
"Chandler,Wilson",DEN,2015,8
"Clarkson,Jordan",LAL,2015,8
"Cole,Norris",TOT,2015,8
"Cole,Norris",MIA,2015,8
"Cole,Norris",NOP,2015,8
"Copeland,Chris",IND,2015,8
"Covington,Robert",PHI,2015,8
"Crowder,Jae",TOT,2015,8
"Crowder,Jae",BOS,2015,8
"Deng,Luol",MIA,2015,8
"Diaw,Boris",SAS,2015,8
"Early,Cleanthony",NYK,2015,8
"Ellington,Wayne",LAL,2015,8
"Ennis,James",MIA,2015,8
"Fournier,Evan",ORL,2015,8
"Frye,Channing",ORL,2015,8
"Galloway,Langston",NYK,2015,8
"Gordon,Eric",NOP,2015,8
"Grant,Jerami",PHI,2015,8
"Green,Danny",SAS,2015,8
"Green,Gerald",PHO,2015,8
"Green,Jeff",TOT,2015,8
"Green,Jeff",BOS,2015,8
"Green,Jeff",MEM,2015,8
"Hairston,P.J.",CHO,2015,8
"Hardaway,Tim",NYK,2015,8
"Hawes,Spencer",LAC,2015,8
"Henderson,Gerald",CHO,2015,8
"Hood,Rodney",UTA,2015,8
"Ilyasova,Ersan",MIL,2015,8
"Jefferson,Richard",DAL,2015,8
"Jennings,Brandon",DET,2015,8
"Jerebko,Jonas",TOT,2015,8
"Jerebko,Jonas",DET,2015,8
"Jerebko,Jonas",BOS,2015,8
"Johnson,James",TOR,2015,8
"Johnson,Joe",BRK,2015,8
"Johnson,Tyler",MIA,2015,8
"Johnson,Wesley",LAL,2015,8
"Joseph,Cory",SAS,2015,8
"Ledo,Ricky",NYK,2015,8
"Leonard,Meyers",POR,2015,8
"Martin,Kevin",MIN,2015,8
"Matthews,Wesley",POR,2015,8
"Mbah a Moute,Luc",PHI,2015,8
"McCallum,Ray",SAC,2015,8
"McCollum,C.J.",POR,2015,8
"McDaniels,K.J.",TOT,2015,8
"McDaniels,K.J.",PHI,2015,8
"McLemore,Ben",SAC,2015,8
"Meeks,Jodie",DET,2015,8
"Middleton,Khris",MIL,2015,8
"Mills,Patrick",SAS,2015,8
"Mirotic,Nikola",CHI,2015,8
"Morris,Marcus",PHO,2015,8
"Morrow,Anthony",OKC,2015,8
"Neal,Gary",TOT,2015,8
"Neal,Gary",CHO,2015,8
"Neal,Gary",MIN,2015,8
"Olynyk,Kelly",BOS,2015,8
"Parsons,Chandler",DAL,2015,8
"Pierce,Paul",WAS,2015,8
"Porter,Otto",WAS,2015,8
"Prince,Tayshaun",TOT,2015,8
"Prince,Tayshaun",MEM,2015,8
"Prince,Tayshaun",BOS,2015,8
"Prince,Tayshaun",DET,2015,8
"Richardson,Jason",PHI,2015,8
"Rivers,Austin",TOT,2015,8
"Rivers,Austin",NOP,2015,8
"Rivers,Austin",LAC,2015,8
"Roberts,Brian",CHO,2015,8
"Robinson,Glenn",PHI,2015,8
"Ross,Terrence",TOR,2015,8
"Sampson,JaKarr",PHI,2015,8
"Scott,Mike",ATL,2015,8
"Sessions,Ramon",TOT,2015,8
"Sessions,Ramon",SAC,2015,8
"Sessions,Ramon",WAS,2015,8
"Sloan,Donald",IND,2015,8
"Smith,J.R.",TOT,2015,8
"Smith,J.R.",NYK,2015,8
"Smith,J.R.",CLE,2015,8
"Smith,Josh",TOT,2015,8
"Smith,Josh",DET,2015,8
"Smith,Josh",HOU,2015,8
"Teletovic,Mirza",BRK,2015,8
"Telfair,Sebastian",OKC,2015,8
"Thomas,Lance",TOT,2015,8
"Thomas,Lance",OKC,2015,8
"Thomas,Lance",NYK,2015,8
"Thompson,Hollis",PHI,2015,8
"Tolliver,Anthony",TOT,2015,8
"Tolliver,Anthony",DET,2015,8
"Vasquez,Greivis",TOR,2015,8
"Waiters,Dion",TOT,2015,8
"Waiters,Dion",CLE,2015,8
"Waiters,Dion",OKC,2015,8
"Williams,Derrick",SAC,2015,8
"Williams,Marvin",CHO,2015,8
"Williams,Mo",TOT,2015,8
"Williams,Mo",MIN,2015,8
"Williams,Mo",CHO,2015,8
"Young,Nick",LAL,2015,8
"Afflalo,Arron",NYK,2016,8
"Aminu,Al-Farouq",POR,2016,8
"Anderson,Ryan",NOP,2016,8
"Babbitt,Luke",NOP,2016,8
"Barbosa,Leandro",GSW,2016,8
"Barnes,Harrison",GSW,2016,8
"Barnes,Matt",MEM,2016,8
"Batum,Nicolas",CHO,2016,8
"Bazemore,Kent",ATL,2016,8
"Beal,Bradley",WAS,2016,8
"Belinelli,Marco",SAC,2016,8
"Bogdanovic,Bojan",BRK,2016,8
"Bradley,Avery",BOS,2016,8
"Brewer,Corey",HOU,2016,8
"Brown,Markel",BRK,2016,8
"Burke,Trey",UTA,2016,8
"Burks,Alec",UTA,2016,8
"Caldwell-Pope,Kentavious",DET,2016,8
"Canaan,Isaiah",PHI,2016,8
"Carroll,DeMarre",TOR,2016,8
"Carter,Vince",MEM,2016,8
"Casspi,Omri",SAC,2016,8
"Clarkson,Jordan",LAL,2016,8
"Cole,Norris",NOP,2016,8
"Covington,Robert",PHI,2016,8
"Crabbe,Allen",POR,2016,8
"Crowder,Jae",BOS,2016,8
"Curry,Seth",SAC,2016,8
"Deng,Luol",MIA,2016,8
"Diaw,Boris",SAS,2016,8
"Ellington,Wayne",BRK,2016,8
"Ennis,James",NOP,2016,8
"Felton,Raymond",DAL,2016,8
"Fournier,Evan",ORL,2016,8
"Frye,Channing",TOT,2016,8
"Frye,Channing",ORL,2016,8
"Frye,Channing",CLE,2016,8
"Galloway,Langston",NYK,2016,8
"Gordon,Eric",NOP,2016,8
"Grant,Jerami",PHI,2016,8
"Green,Danny",SAS,2016,8
"Green,Gerald",MIA,2016,8
"Green,Jeff",TOT,2016,8
"Green,Jeff",MEM,2016,8
"Green,Jeff",LAC,2016,8
"Hairston,P.J.",TOT,2016,8
"Hairston,P.J.",CHO,2016,8
"Hairston,P.J.",MEM,2016,8
"Hamilton,Jordan",NOP,2016,8
"Hardaway,Tim",ATL,2016,8
"Harris,Gary",DEN,2016,8
"Hawes,Spencer",CHO,2016,8
"Henderson,Gerald",POR,2016,8
"Hood,Rodney",UTA,2016,8
"Ilyasova,Ersan",TOT,2016,8
"Ilyasova,Ersan",DET,2016,8
"Ilyasova,Ersan",ORL,2016,8
"Jefferson,Richard",CLE,2016,8
"Jennings,Brandon",TOT,2016,8
"Jennings,Brandon",DET,2016,8
"Jennings,Brandon",ORL,2016,8
"Jerebko,Jonas",BOS,2016,8
"Johnson,James",TOR,2016,8
"Johnson,Joe",TOT,2016,8
"Johnson,Joe",BRK,2016,8
"Johnson,Joe",MIA,2016,8
"Johnson,Stanley",DET,2016,8
"Johnson,Tyler",MIA,2016,8
"Johnson,Wesley",LAC,2016,8
"Joseph,Cory",TOR,2016,8
"Kaminsky,Frank",CHO,2016,8
"Leonard,Meyers",POR,2016,8
"Martin,Kevin",TOT,2016,8
"Martin,Kevin",MIN,2016,8
"Martin,Kevin",SAS,2016,8
"Matthews,Wesley",DAL,2016,8
"Mbah a Moute,Luc",LAC,2016,8
"McCallum,Ray",MEM,2016,8
"McCollum,C.J.",POR,2016,8
"McDermott,Doug",CHI,2016,8
"McLemore,Ben",SAC,2016,8
"Middleton,Khris",MIL,2016,8
"Mills,Patrick",SAS,2016,8
"Mirotic,Nikola",CHI,2016,8
"Moore,E'Twaun",CHI,2016,8
"Morris,Marcus",DET,2016,8
"Neal,Gary",WAS,2016,8
"Olynyk,Kelly",BOS,2016,8
"Parsons,Chandler",DAL,2016,8
"Pierce,Paul",LAC,2016,8
"Porter,Otto",WAS,2016,8
"Prince,Tayshaun",MIN,2016,8
"Rivers,Austin",LAC,2016,8
"Ross,Terrence",TOR,2016,8
"Sampson,JaKarr",TOT,2016,8
"Sampson,JaKarr",DEN,2016,8
"Scott,Mike",ATL,2016,8
"Sessions,Ramon",WAS,2016,8
"Sloan,Donald",BRK,2016,8
"Smith,J.R.",CLE,2016,8
"Smith,Josh",TOT,2016,8
"Smith,Josh",HOU,2016,8
"Teletovic,Mirza",PHO,2016,8
"Thomas,Lance",NYK,2016,8
"Thompson,Hollis",PHI,2016,8
"Tolliver,Anthony",DET,2016,8
"Vasquez,Greivis",MIL,2016,8
"Waiters,Dion",OKC,2016,8
"Williams,Derrick",NYK,2016,8
"Williams,Marvin",CHO,2016,8
"Williams,Mo",CLE,2016,8
"Young,Nick",LAL,2016,8
"Acy,Quincy",NYK,2015,9
"Arthur,Darrell",DEN,2015,9
"Bargnani,Andrea",NYK,2015,9
"Barton,Will",TOT,2015,9
"Barton,Will",DEN,2015,9
"Bass,Brandon",BOS,2015,9
"Bennett,Anthony",MIN,2015,9
"Booker,Trevor",UTA,2015,9
"Bosh,Chris",MIA,2015,9
"Casspi,Omri",SAC,2015,9
"Gooden,Drew",WAS,2015,9
"Gordon,Aaron",ORL,2015,9
"Grant,Jerami",PHI,2015,9
"Green,Jeff",TOT,2015,9
"Green,Jeff",BOS,2015,9
"Green,Jeff",MEM,2015,9
"Harris,Tobias",ORL,2015,9
"Hawes,Spencer",LAC,2015,9
"Horford,Al",ATL,2015,9
"Humphries,Kris",WAS,2015,9
"Ibaka,Serge",OKC,2015,9
"Ilyasova,Ersan",MIL,2015,9
"Jerebko,Jonas",TOT,2015,9
"Jerebko,Jonas",DET,2015,9
"Jerebko,Jonas",BOS,2015,9
"Jones,Terrence",HOU,2015,9
"Kidd-Gilchrist,Michael",CHO,2015,9
"Landry,Carl",SAC,2015,9
"Leonard,Meyers",POR,2015,9
"Love,Kevin",CLE,2015,9
"Mirotic,Nikola",CHI,2015,9
"Morris,Markieff",PHO,2015,9
"Motiejunas,Donatas",HOU,2015,9
"Muhammad,Shabazz",MIN,2015,9
"Nowitzki,Dirk",DAL,2015,9
"Payne,Adreian",TOT,2015,9
"Payne,Adreian",MIN,2015,9
"Sampson,JaKarr",PHI,2015,9
"Scola,Luis",IND,2015,9
"Smith,Jason",NYK,2015,9
"Smith,Josh",TOT,2015,9
"Smith,Josh",DET,2015,9
"Smith,Josh",HOU,2015,9
"Sullinger,Jared",BOS,2015,9
"Thomas,Lance",TOT,2015,9
"Thomas,Lance",OKC,2015,9
"Thomas,Lance",NYK,2015,9
"Warren,T.J.",PHO,2015,9
"Williams,Derrick",SAC,2015,9
"Arthur,Darrell",DEN,2016,9
"Barton,Will",DEN,2016,9
"Bass,Brandon",LAL,2016,9
"Booker,Trevor",UTA,2016,9
"Bosh,Chris",MIA,2016,9
"Casspi,Omri",SAC,2016,9
"Gordon,Aaron",ORL,2016,9
"Grant,Jerami",PHI,2016,9
"Green,Jeff",TOT,2016,9
"Green,Jeff",MEM,2016,9
"Green,Jeff",LAC,2016,9
"Harkless,Maurice",POR,2016,9
"Harris,Tobias",TOT,2016,9
"Harris,Tobias",ORL,2016,9
"Harris,Tobias",DET,2016,9
"Hawes,Spencer",CHO,2016,9
"Horford,Al",ATL,2016,9
"Humphries,Kris",TOT,2016,9
"Humphries,Kris",WAS,2016,9
"Humphries,Kris",PHO,2016,9
"Ibaka,Serge",OKC,2016,9
"Ilyasova,Ersan",TOT,2016,9
"Ilyasova,Ersan",DET,2016,9
"Ilyasova,Ersan",ORL,2016,9
"Jerebko,Jonas",BOS,2016,9
"Johnson,Orlando",PHO,2016,9
"Jones,Dahntay",CLE,2016,9
"Jones,Terrence",HOU,2016,9
"Kidd-Gilchrist,Michael",CHO,2016,9
"Lamb,Jeremy",CHO,2016,9
"Landry,Carl",PHI,2016,9
"Lauvergne,Joffrey",DEN,2016,9
"Leonard,Meyers",POR,2016,9
"Leuer,Jon",PHO,2016,9
"Love,Kevin",CLE,2016,9
"Lyles,Trey",UTA,2016,9
"Mirotic,Nikola",CHI,2016,9
"Morris,Markieff",TOT,2016,9
"Morris,Markieff",PHO,2016,9
"Morris,Markieff",WAS,2016,9
"Muhammad,Shabazz",MIN,2016,9
"Nowitzki,Dirk",DAL,2016,9
"Portis,Bobby",CHI,2016,9
"Porzingis,Kristaps",NYK,2016,9
"Sampson,JaKarr",TOT,2016,9
"Sampson,JaKarr",DEN,2016,9
"Scola,Luis",TOR,2016,9
"Smith,Jason",ORL,2016,9
"Smith,Josh",TOT,2016,9
"Smith,Josh",HOU,2016,9
"Sullinger,Jared",BOS,2016,9
"Thomas,Lance",NYK,2016,9
"Warren,T.J.",PHO,2016,9
"Williams,Derrick",NYK,2016,9
